95;bourgeois
91;class
91;bourgeoisie
70;society
63;proletariat
55;property
50;conditions
49;production
41;modern
36;social
30;socialism
30;existence
29;industry
28;political
28;labour
26;development
25;form
24;communists
24;feudal
24;capital
24;relations
22;working
21;classes
21;german
20;french
20;abolition
19;revolutionary
19;movement
17;ideas
17;struggle
